Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Maruti Wagon R,2008,0.2,5.45,264984,Petrol,Dealer,Manual,0
Maruti Vitara Brezza,2015,1.96,10.04,151649,Diesel,Dealer,Automatic,1
Maruti Ciaz,2024,8.94,11.49,1269,Diesel,Individual,Manual,1
BMW 3 Series,2021,22.74,56.42,37035,Diesel,Individual,Automatic,3
Toyota Corolla,2019,6.68,15.65,73369,Diesel,Individual,Manual,0
Toyota Camry,2012,0.52,8.23,157816,Petrol,Individual,Automatic,1
Hyundai Creta,2015,1.45,9.45,101753,CNG,Individual,Manual,0
Maruti Wagon R,2004,0.25,9.17,255486,Petrol,Dealer,Manual,0
Maruti Vitara Brezza,2024,5.68,5.58,4457,Diesel,Individual,Manual,0
Maruti Ertiga,2014,1.77,8.91,110070,Diesel,Individual,Manual,0
Maruti Alto,2022,2.75,3.75,14903,Petrol,Dealer,Manual,0
Toyota Camry,2005,0.82,18.03,163309,Petrol,Dealer,Manual,0
Volkswagen Tiguan,2022,3.91,5.5,27432,Diesel,Dealer,Manual,1
Mahindra Thar,2013,2.24,21.54,106159,Petrol,Individual,Manual,0
Volkswagen Ameo,2022,15.61,19.45,23560,Petrol,Dealer,Automatic,0
Ford Figo,2024,25.88,26.47,5443,Petrol,Dealer,Automatic,1
Maruti Alto,2015,0.78,3.75,93353,Petrol,Dealer,Manual,0
Hyundai Creta,2017,4.93,13.28,68923,CNG,Dealer,Automatic,0
Maruti Dzire,2021,5.52,8.68,22356,CNG,Dealer,Manual,0
Toyota Innova,2023,5.61,6.55,12606,Diesel,Dealer,Manual,0
Ford Endeavour,2009,1.17,19.59,140759,CNG,Individual,Automatic,0
Toyota Fortuner,2018,10.43,32.12,70132,CNG,Dealer,Manual,0
Toyota Corolla,2015,3.53,32.93,140037,Petrol,Individual,Manual,1
Maruti Celerio,2018,3.11,10.63,101029,Petrol,Dealer,Manual,0
Maruti Celerio,2014,1.44,5.4,100138,Diesel,Dealer,Automatic,0
Maruti Ciaz,2012,1.23,6.52,156030,Diesel,Dealer,Manual,0
Skoda Octavia,2022,10.11,15.07,5932,Petrol,Dealer,Manual,1
Hyundai Verna,2013,1.9,15.86,132528,Petrol,Individual,Automatic,0
Volkswagen Vento,2023,10.4,11.55,13057,Diesel,Dealer,Manual,0
Skoda Superb,2019,7.01,13.36,65212,Diesel,Dealer,Manual,0
Mahindra Marazzo,2009,1.29,21.7,229697,Diesel,Individual,Manual,0
Toyota Etios,2018,14.78,28.98,51860,Diesel,Dealer,Automatic,0
Tata Nexon,2019,8.35,18.89,40529,Diesel,Individual,Manual,0
Maruti Wagon R,2020,6.5,10.45,51940,Petrol,Dealer,Manual,0
Toyota Innova,2024,26.31,23.83,500,Petrol,Dealer,Manual,0
Chevrolet Cruze,2014,0.99,8.01,155620,Petrol,Individual,Automatic,0
Tata Bolt,2016,2.18,17.25,146121,Petrol,Individual,Manual,1
Hyundai Venue,2016,2.55,10.95,67329,Petrol,Dealer,Manual,0
Honda Brio,2014,4.19,24.89,140390,Petrol,Dealer,Manual,0
Hyundai Elite i20,2006,0.65,17.68,182927,Diesel,Individual,Manual,1
Mahindra Marazzo,2022,7.57,11.45,17716,Diesel,Dealer,Manual,1
Renault Duster,2022,6.38,7.8,26696,Diesel,Dealer,Manual,0
Hyundai Creta,2016,2.05,8.26,92140,Petrol,Dealer,Manual,0
Tata Harrier,2024,18.54,19.31,8757,Diesel,Individual,Manual,1
Tata Tigor,2021,8.32,13.12,45383,Petrol,Dealer,Manual,0
Mahindra XUV500,2018,5.99,12.16,48541,Diesel,Dealer,Manual,0
Hyundai Creta,2024,10.1,10.06,1757,Diesel,Dealer,Manual,0
Honda Jazz,2022,8.71,9.68,30796,Diesel,Dealer,Manual,0
Honda Civic,2024,14.68,15.45,1556,Diesel,Dealer,Manual,3
Honda City,2014,1.84,13.37,162660,Petrol,Individual,Manual,0
Nissan Magnite,2018,3.29,11.38,57765,Petrol,Dealer,Manual,1
Tata Nexon,2014,0.74,4.35,105700,Petrol,Dealer,Manual,0
Volkswagen Vento,2024,12.36,12.22,500,Diesel,Individual,Manual,0
Renault Captur,2006,0.41,11.36,196398,Petrol,Individual,Manual,1
Ford EcoSport,2019,10.59,25.91,46052,Petrol,Individual,Manual,0
Maruti Ciaz,2013,2.03,9.0,99472,Diesel,Dealer,Manual,0
Toyota Etios Cross,2015,2.82,10.73,103427,Diesel,Individual,Automatic,0
Maruti Ciaz,2024,7.0,6.26,500,Diesel,Dealer,Automatic,0
Maruti Ciaz,2015,1.75,7.46,67094,Diesel,Individual,Manual,0
Tata Nexon,2013,1.66,8.56,120638,Diesel,Individual,Manual,0
Tata Safari,2023,5.78,7.18,19053,Petrol,Individual,Manual,1
Mahindra Scorpio,2024,19.51,17.99,3535,Diesel,Individual,Manual,3
Hyundai Xcent,2022,4.11,6.88,16395,Diesel,Individual,Manual,3
Ford EcoSport,2022,10.7,15.11,15207,CNG,Dealer,Manual,0
Hyundai Santro,2011,1.19,12.59,213531,CNG,Dealer,Manual,0
Renault Triber,2014,1.02,7.3,164411,Diesel,Dealer,Manual,1
Ford Figo,2016,2.96,20.82,104453,Petrol,Individual,Manual,1
Honda Civic,2014,3.73,21.55,103786,Petrol,Dealer,Manual,0
Hyundai Santro,2019,5.2,15.82,49237,Petrol,Individual,Manual,1
Tata Hexa,2003,0.29,8.29,181328,Petrol,Dealer,Manual,1
Tata Hexa,2022,8.54,11.8,18031,Petrol,Individual,Automatic,0
Hyundai Venue,2018,2.19,15.39,86940,Petrol,Individual,Manual,3
Tata Hexa,2021,6.43,12.85,55909,Petrol,Dealer,Automatic,1
Tata Nexon,2017,3.11,14.65,119742,Petrol,Dealer,Manual,1
Tata Tigor,2010,0.7,15.52,186855,Petrol,Dealer,Manual,1
Toyota Innova Crysta,2023,30.38,33.97,15267,Petrol,Individual,Manual,0
Maruti Ertiga,2019,2.74,5.83,41619,Petrol,Dealer,Manual,0
Toyota Corolla,2008,0.72,19.02,182210,Diesel,Individual,Manual,1
Maruti Swift,2009,0.28,8.07,145108,Petrol,Dealer,Manual,3
Mercedes-Benz GLE,2011,4.77,33.35,197472,Diesel,Dealer,Automatic,0
Hyundai Creta,2020,6.79,14.58,68792,Diesel,Individual,Automatic,1
Hyundai Verna,2012,0.64,17.61,168974,Diesel,Individual,Automatic,3
Maruti Ciaz,2012,0.98,10.58,218063,Petrol,Dealer,Manual,0
Mahindra Scorpio,2008,0.61,16.15,200279,Petrol,Individual,Manual,0
Tata Hexa,2024,7.77,7.67,500,Petrol,Dealer,Manual,0
Tata Tigor,2007,0.75,20.99,144476,Petrol,Individual,Manual,1
Hyundai Creta,2012,0.65,5.94,134314,Diesel,Individual,Automatic,1
Hyundai Grand i10,2015,2.92,14.35,78572,Diesel,Individual,Manual,1
Hyundai Santro,2021,4.57,8.18,50035,Petrol,Individual,Manual,0
Ford EcoSport,2003,0.99,24.09,181663,Petrol,Individual,Manual,0
Maruti Baleno,2011,1.82,11.66,192170,Diesel,Dealer,Automatic,0
Maruti Alto,2013,0.59,7.33,104610,Diesel,Dealer,Automatic,3
Toyota Fortuner,2018,3.62,8.93,85302,Petrol,Dealer,Manual,0
Mahindra Marazzo,2005,0.57,20.98,242097,Petrol,Individual,Manual,0
Skoda Rapid,2024,9.88,10.83,2761,CNG,Dealer,Automatic,0
Maruti Alto,2013,0.4,3.57,118742,Petrol,Individual,Manual,0
Hyundai i20,2015,2.75,16.08,106817,Petrol,Individual,Manual,0
Skoda Octavia,2006,0.42,10.55,150511,Petrol,Individual,Automatic,1
Audi Q7,2014,4.5,26.52,175983,Petrol,Dealer,Automatic,0
Tata Tigor,2021,7.46,12.8,30803,Petrol,Individual,Automatic,0
Hyundai Santro,2008,0.51,9.01,195073,Petrol,Dealer,Manual,0
Hyundai Venue,2019,5.29,15.42,86450,Petrol,Individual,Manual,0
Maruti Alto,2020,2.67,5.27,64903,Petrol,Individual,Manual,0
Renault Triber,2021,2.79,4.92,33476,CNG,Individual,Manual,0
Renault Duster,2004,0.27,9.06,260143,Petrol,Individual,Manual,0
Mahindra KUV100,2021,6.62,16.43,49346,Diesel,Individual,Automatic,3
Maruti Celerio,2018,3.73,9.51,64528,Diesel,Dealer,Manual,0
Hyundai i20,2020,6.54,13.48,36781,Petrol,Dealer,Manual,0
Ford Freestyle,2016,6.29,24.6,127544,Diesel,Individual,Manual,0
Mahindra Bolero,2009,1.56,14.05,175152,Diesel,Dealer,Manual,0
Maruti Baleno,2013,0.33,6.53,178058,Petrol,Individual,Manual,1
Skoda Superb,2011,1.88,26.43,243406,Petrol,Dealer,Manual,0
Toyota Fortuner,2006,0.75,28.61,293960,Petrol,Individual,Manual,1
Hyundai Xcent,2015,2.03,10.67,74009,CNG,Individual,Automatic,0
Honda CR-V,2022,7.68,10.8,30359,Petrol,Individual,Manual,0
Tata Nexon,2013,0.5,4.86,169422,Petrol,Individual,Manual,0
Maruti S-Cross,2024,14.45,11.9,500,Petrol,Dealer,Manual,0
Toyota Yaris,2013,2.91,32.17,149726,CNG,Dealer,Automatic,1
Tata Bolt,2020,2.24,4.43,68408,Petrol,Dealer,Automatic,0
Hyundai Santro,2023,9.45,11.65,18329,Petrol,Individual,Manual,0
Maruti Ertiga,2018,2.2,5.84,73928,Diesel,Dealer,Automatic,1
Hyundai Venue,2021,8.68,11.67,48474,Diesel,Dealer,Automatic,0
Mahindra Scorpio,2016,1.89,8.52,95965,Diesel,Dealer,Manual,1
Skoda Kodiaq,2023,5.41,7.49,3253,Diesel,Individual,Manual,3
Maruti Dzire,2013,0.87,9.4,159683,Petrol,Individual,Manual,0
Renault Triber,2023,8.87,10.94,11689,CNG,Individual,Automatic,1
Hyundai i10,2017,3.24,14.1,105886,CNG,Dealer,Manual,1
BMW X1,2022,23.03,37.28,37531,Petrol,Dealer,Automatic,0
Honda Jazz,2016,4.44,16.27,106463,Diesel,Dealer,Manual,0
Ford Freestyle,2019,6.73,17.58,84973,Petrol,Individual,Manual,0
Hyundai Elite i20,2010,1.35,16.0,247485,Diesel,Dealer,Manual,0
Hyundai Tucson,2024,10.14,11.49,500,Diesel,Individual,Manual,1
Maruti Ciaz,2020,4.33,8.03,44418,Petrol,Dealer,Manual,0
Tata Tiago,2020,6.39,15.51,51872,Petrol,Individual,Manual,0
Toyota Innova Crysta,2018,5.82,13.46,97443,Petrol,Dealer,Automatic,0
Hyundai Venue,2019,3.28,11.34,39882,Petrol,Individual,Manual,1
Mahindra XUV500,2014,2.74,16.73,95106,Petrol,Dealer,Manual,0
Mahindra Thar,2014,2.99,21.19,91863,Petrol,Individual,Manual,0
Volkswagen Polo,2013,1.24,9.93,185659,CNG,Dealer,Manual,0
Ford EcoSport,2017,2.14,17.96,94264,Petrol,Dealer,Manual,3
Toyota Etios,2021,11.35,18.16,36443,Diesel,Dealer,Manual,0
Mahindra XUV300,2009,0.3,6.08,149056,Petrol,Dealer,Automatic,1
Hyundai Santro,2005,0.69,11.95,242897,Diesel,Dealer,Manual,0
Tata Bolt,2012,0.68,16.15,176791,Diesel,Dealer,Manual,3
Honda Civic,2011,0.83,9.29,178693,Petrol,Dealer,Automatic,0
Volkswagen Tiguan,2014,1.41,10.4,128217,Petrol,Individual,Manual,0
Honda Brio,2019,5.44,10.21,44542,Diesel,Dealer,Automatic,0
Hyundai i10,2015,1.25,9.47,150897,Petrol,Individual,Manual,0
Mahindra Bolero,2020,6.51,21.19,28080,Petrol,Dealer,Manual,3
Hyundai Santro,2022,6.06,7.95,34064,Petrol,Dealer,Manual,0
Tata Bolt,2017,1.07,3.17,100611,Petrol,Dealer,Automatic,0
Maruti Celerio,2022,2.32,3.6,23719,Diesel,Individual,Manual,0
Maruti Wagon R,2024,4.18,4.2,3528,CNG,Individual,Automatic,1
Hyundai Santro,2021,11.22,15.49,41646,Diesel,Dealer,Automatic,0
Chevrolet Sail,2022,3.14,4.82,27435,Diesel,Dealer,Manual,0
Maruti Alto,2024,7.41,7.21,1794,Diesel,Individual,Automatic,0
Honda CR-V,2020,9.28,24.31,55912,Petrol,Dealer,Manual,1
Honda Jazz,2013,2.49,14.47,98203,Petrol,Dealer,Manual,0
Hyundai Tucson,2014,2.2,14.6,141952,Petrol,Dealer,Manual,0
Hyundai Grand i10,2009,0.64,7.04,126284,Petrol,Dealer,Manual,0
Hyundai Grand i10,2016,0.79,4.3,153159,Petrol,Individual,Manual,0
Tata Nano,2018,3.05,8.74,74231,Petrol,Dealer,Automatic,0
Hyundai Grand i10,2012,2.17,16.21,157005,Diesel,Individual,Manual,0
Renault Kwid,2022,6.98,9.12,45307,Petrol,Dealer,Manual,1
Toyota Fortuner,2003,0.15,6.22,353195,CNG,Dealer,Automatic,1
Hyundai Creta,2024,9.22,7.9,500,Petrol,Individual,Manual,0
Maruti Wagon R,2015,1.84,11.97,103315,Petrol,Individual,Manual,0
Mahindra Scorpio,2022,5.48,8.16,25098,Petrol,Dealer,Manual,0
Maruti Vitara Brezza,2023,8.55,9.49,9519,Petrol,Individual,Manual,1
Hyundai Tucson,2018,4.38,10.57,89823,Diesel,Dealer,Manual,0
Tata Tigor,2016,3.45,13.38,130395,Petrol,Dealer,Manual,0
Ford EcoSport,2008,0.95,25.33,269522,CNG,Dealer,Manual,0
Ford Endeavour,2007,1.11,21.98,166925,Diesel,Dealer,Automatic,1
Mahindra Marazzo,2022,7.85,11.84,19005,Petrol,Individual,Manual,0
Renault Duster,2015,1.81,8.05,148555,Diesel,Individual,Manual,0
Maruti Alto,2017,2.78,10.48,74779,Diesel,Individual,Manual,1
Tata Hexa,2018,5.39,17.92,97297,CNG,Individual,Automatic,0
Ford EcoSport,2014,0.69,16.89,88209,Petrol,Individual,Manual,3
Maruti Swift,2020,3.21,6.43,66346,Diesel,Dealer,Automatic,1
Hyundai Venue,2013,1.49,9.65,104809,Petrol,Dealer,Automatic,0
Maruti Celerio,2018,3.24,7.35,72394,CNG,Dealer,Automatic,0
Mercedes-Benz S-Class,2010,3.25,72.66,151265,Petrol,Dealer,Manual,1
Hyundai Elite i20,2022,3.08,4.63,16262,Petrol,Individual,Automatic,0
Volkswagen Ameo,2018,3.26,9.07,53643,Diesel,Dealer,Manual,1
BMW 5 Series,2019,15.49,37.26,74281,Diesel,Individual,Automatic,1
Maruti Swift,2015,2.51,8.63,106730,Diesel,Dealer,Manual,0
Tata Tigor,2015,0.59,9.18,141531,CNG,Dealer,Manual,3
Maruti Alto,2024,4.88,4.56,500,CNG,Dealer,Automatic,3
Hyundai Venue,2023,10.61,12.69,6283,Petrol,Dealer,Automatic,0
Hyundai i20,2021,9.99,16.32,46831,Diesel,Individual,Manual,0
Honda City,2010,1.48,23.52,230187,Diesel,Dealer,Manual,1
Volkswagen Jetta,2020,5.34,11.51,59600,Petrol,Individual,Manual,0
Hyundai Grand i10,2011,0.38,9.55,192078,Diesel,Dealer,Manual,3
Maruti Baleno,2019,1.67,3.59,66265,Diesel,Dealer,Automatic,1
Mahindra XUV500,2015,2.94,11.41,105869,Petrol,Dealer,Automatic,0
Hyundai Tucson,2022,13.4,17.68,14036,Diesel,Individual,Manual,0
Renault Kwid,2019,3.97,9.27,68548,Diesel,Dealer,Manual,1
Mahindra XUV500,2010,1.33,16.63,159839,CNG,Dealer,Manual,0
Maruti S-Cross,2015,1.08,6.51,78785,Petrol,Individual,Manual,0
Hyundai i10,2013,1.93,12.18,100677,Diesel,Dealer,Manual,1
Tata Hexa,2019,2.06,6.12,56004,Petrol,Individual,Automatic,0
Hyundai i10,2010,0.94,8.72,233277,Diesel,Dealer,Manual,0
Ford Aspire,2023,6.07,7.74,7852,CNG,Individual,Automatic,1
Hyundai Tucson,2019,1.39,4.04,49933,Petrol,Dealer,Manual,1
Maruti Vitara Brezza,2018,2.13,7.02,77706,Petrol,Individual,Automatic,0
BMW X1,2004,3.42,44.81,185764,Diesel,Dealer,Automatic,0
Renault Triber,2022,7.35,11.42,22264,CNG,Dealer,Manual,1
Ford Freestyle,2008,0.63,15.58,139821,Diesel,Dealer,Automatic,3
Mahindra Thar,2012,2.47,21.15,187252,Petrol,Dealer,Automatic,0
Hyundai i10,2022,4.52,7.33,27427,Diesel,Individual,Automatic,3
Maruti Swift,2021,2.46,3.71,52343,Petrol,Dealer,Automatic,0
Maruti Baleno,2024,8.34,8.21,1798,Petrol,Individual,Manual,1
Mercedes-Benz GLC,2012,2.53,49.27,187566,Petrol,Individual,Manual,1
Maruti Swift,2023,5.63,6.46,7603,Petrol,Individual,Manual,0
Maruti Wagon R,2015,1.23,9.85,114919,Petrol,Individual,Manual,1
Audi Q3,2018,25.78,54.82,55201,Diesel,Individual,Automatic,0
Maruti Dzire,2010,0.28,4.26,176590,CNG,Individual,Automatic,0
Chevrolet Spark,2012,0.58,13.62,130223,Petrol,Dealer,Automatic,3
Hyundai Grand i10,2017,1.57,14.39,86806,Petrol,Individual,Manual,3
Maruti Baleno,2016,1.88,8.33,118288,Diesel,Dealer,Manual,1
Hyundai i10,2024,7.96,7.69,500,Diesel,Dealer,Manual,0
Maruti Vitara Brezza,2015,2.58,11.77,111529,Diesel,Individual,Manual,0
Hyundai Elite i20,2014,0.44,5.28,114737,Petrol,Individual,Manual,1
Tata Safari,2018,3.01,19.53,99363,Petrol,Individual,Automatic,3
Hyundai Santro,2019,1.93,4.01,63511,Diesel,Dealer,Manual,0
Tata Tiago,2020,4.82,11.28,34248,Petrol,Individual,Automatic,1
Honda Jazz,2020,2.67,6.01,38018,Petrol,Individual,Automatic,0
Toyota Corolla,2015,5.08,28.77,141438,Diesel,Individual,Manual,0
Tata Hexa,2020,2.79,5.33,39169,CNG,Individual,Automatic,0
Maruti Vitara Brezza,2017,1.3,4.78,75812,Petrol,Dealer,Automatic,1
Hyundai Santro,2018,2.56,14.1,57765,Petrol,Dealer,Manual,3
Hyundai Tucson,2024,12.47,12.12,500,Diesel,Dealer,Manual,0
Ford Figo,2020,5.87,17.52,46138,Diesel,Individual,Manual,3
Hyundai Xcent,2006,0.64,14.14,241467,Petrol,Dealer,Automatic,0
Ford Aspire,2024,22.88,26.41,500,Diesel,Dealer,Automatic,1
Maruti S-Cross,2023,3.76,4.24,17769,CNG,Dealer,Manual,1
Maruti Ciaz,2018,2.53,9.69,49924,Petrol,Individual,Manual,1
Maruti Dzire,2023,5.91,7.68,7387,Diesel,Individual,Manual,1
Nissan Kicks,2011,0.57,13.18,143011,Diesel,Dealer,Automatic,3
Ford Freestyle,2018,5.99,15.18,74059,Petrol,Dealer,Manual,0
Hyundai Xcent,2020,6.4,14.29,57713,Petrol,Individual,Manual,0
Toyota Innova Crysta,2012,2.35,25.69,129468,Petrol,Individual,Manual,0
Honda City,2007,0.32,12.16,282197,Petrol,Dealer,Automatic,1
Mahindra Bolero,2024,16.46,17.3,500,Diesel,Individual,Manual,0
Hyundai i10,2022,10.41,12.47,21424,Diesel,Dealer,Automatic,0
Tata Nano,2022,9.02,14.04,21143,Diesel,Dealer,Manual,1
Toyota Etios,2012,3.87,34.78,180504,Petrol,Dealer,Manual,0
BMW X5,2017,17.31,59.12,74242,Petrol,Individual,Automatic,0
Toyota Etios Cross,2022,19.18,26.02,29728,Petrol,Individual,Manual,0
Volkswagen Vento,2012,3.29,18.49,162133,Diesel,Dealer,Automatic,0
Honda City,2020,9.06,14.88,37772,Diesel,Individual,Automatic,0
Mahindra Thar,2011,1.89,14.43,176419,Diesel,Dealer,Manual,0
Toyota Etios Cross,2007,0.37,15.29,301086,Petrol,Individual,Manual,1
Renault Triber,2024,10.73,10.42,500,Diesel,Dealer,Manual,0
Volkswagen Vento,2016,1.24,6.75,103666,Petrol,Dealer,Manual,1
Mahindra XUV300,2019,5.78,15.07,31281,Petrol,Dealer,Manual,1
Honda City,2023,15.15,20.59,9089,Petrol,Dealer,Manual,1
Hyundai i10,2024,19.2,17.59,500,Petrol,Dealer,Automatic,0
Toyota Innova Crysta,2009,1.95,29.19,151106,Petrol,Dealer,Manual,0
Honda Jazz,2024,21.53,20.59,2080,Diesel,Individual,Manual,0
Tata Nexon,2009,0.72,18.8,218729,Petrol,Dealer,Automatic,1
Toyota Fortuner,2022,16.6,25.73,20526,Diesel,Dealer,Automatic,3
Toyota Camry,2019,2.6,6.34,54752,Petrol,Dealer,Manual,0
Tata Tigor,2011,0.25,3.75,122851,Petrol,Individual,Manual,0
Honda City,2016,3.84,17.62,67954,Petrol,Dealer,Manual,0
Tata Hexa,2011,0.93,18.54,133905,Petrol,Individual,Manual,1
Honda Jazz,2016,3.13,17.22,128092,Petrol,Individual,Automatic,1
Mahindra XUV300,2019,7.22,13.26,64315,Diesel,Dealer,Manual,0
Tata Safari,2021,9.7,20.92,40865,Diesel,Dealer,Manual,3
Ford Aspire,2012,1.68,8.05,97370,Diesel,Dealer,Automatic,0
Tata Bolt,2021,11.69,17.71,52122,CNG,Dealer,Automatic,0
Hyundai Xcent,2017,3.56,10.96,98376,Diesel,Individual,Manual,0
Toyota Etios,2019,10.62,24.11,89080,Diesel,Individual,Manual,0
Honda Brio,2021,5.99,8.32,46135,Diesel,Dealer,Manual,0
Hyundai Grand i10,2014,0.75,7.98,99675,Diesel,Dealer,Automatic,3
Ford Endeavour,2019,2.29,6.27,81578,Petrol,Dealer,Manual,1
Hyundai Venue,2024,12.35,13.59,7881,Diesel,Dealer,Manual,0
Honda WR-V,2013,1.1,6.89,97885,Petrol,Dealer,Manual,0
Honda Jazz,2024,15.58,17.28,500,Petrol,Dealer,Automatic,0
Toyota Innova,2017,10.16,25.12,98641,Diesel,Dealer,Manual,0
Hyundai Venue,2024,12.45,12.14,500,Petrol,Dealer,Manual,0
Hyundai Verna,2010,0.29,7.22,193239,Petrol,Dealer,Manual,3
Maruti Ciaz,2009,0.66,11.33,143192,Petrol,Individual,Automatic,0
Volkswagen Tiguan,2017,2.11,7.01,96051,Petrol,Dealer,Manual,0
Ford Freestyle,2023,12.54,14.73,14952,Petrol,Dealer,Manual,1
Mahindra Scorpio,2009,0.31,5.5,222523,CNG,Dealer,Manual,0
Renault Captur,2011,0.56,3.29,190086,Diesel,Dealer,Automatic,0
Mahindra Thar,2020,8.53,15.75,56521,Petrol,Individual,Manual,0
Toyota Innova,2020,7.11,14.93,51299,Petrol,Dealer,Automatic,1
Maruti Wagon R,2021,6.45,11.89,34568,Petrol,Individual,Manual,1
Hyundai Grand i10,2024,14.73,14.43,1113,Diesel,Dealer,Manual,0
Tata Nano,2020,5.31,10.57,39366,Diesel,Individual,Manual,0
BMW 5 Series,2018,14.33,44.83,52282,Petrol,Dealer,Automatic,1
Hyundai Venue,2021,2.85,4.67,25528,Petrol,Individual,Automatic,0
Maruti Ciaz,2019,2.35,4.26,56981,Diesel,Dealer,Manual,0
Mahindra KUV100,2017,0.99,6.22,117805,Diesel,Dealer,Manual,3
Hyundai Verna,2017,1.87,8.03,132748,Petrol,Individual,Manual,0
Renault Duster,2014,1.42,7.63,102936,Petrol,Dealer,Manual,0
Hyundai Santro,2010,0.47,15.66,239252,Diesel,Dealer,Manual,3
Hyundai i10,2019,5.55,11.14,70775,Diesel,Individual,Manual,0
Audi A6,2008,5.15,42.48,204193,Diesel,Dealer,Automatic,0
Maruti Dzire,2010,0.52,8.99,239053,Petrol,Individual,Automatic,0
Maruti Alto,2018,0.98,3.88,49201,Petrol,Individual,Automatic,1
Skoda Kodiaq,2023,21.13,24.4,17749,Petrol,Dealer,Automatic,3
Hyundai i20,2018,0.84,4.62,53120,CNG,Individual,Automatic,3
Toyota Fortuner,2014,4.93,24.88,162693,Diesel,Dealer,Manual,0
Chevrolet Cruze,2012,0.37,3.49,196353,Diesel,Individual,Manual,0
Hyundai i20,2024,4.26,4.05,500,Petrol,Individual,Manual,3
Mahindra Bolero,2013,1.53,7.42,102343,Diesel,Dealer,Manual,0
Maruti S-Cross,2017,2.5,6.92,99938,Diesel,Dealer,Automatic,0
Toyota Etios Cross,2003,0.4,14.65,270603,Diesel,Individual,Manual,1
Ford Endeavour,2023,5.47,6.9,1908,Petrol,Individual,Automatic,0
Maruti Vitara Brezza,2009,0.33,8.31,210475,CNG,Dealer,Manual,1
Hyundai i20,2021,2.32,4.1,23696,Petrol,Dealer,Manual,0
Maruti Swift,2018,1.83,5.45,49934,Petrol,Dealer,Manual,1
Hyundai Creta,2011,0.97,16.36,166590,Petrol,Dealer,Manual,1
Maruti Wagon R,2022,4.11,5.44,29172,CNG,Dealer,Manual,0
Hyundai Tucson,2020,2.55,8.77,36067,Petrol,Individual,Manual,3
Toyota Etios,2021,13.62,22.2,51546,Petrol,Dealer,Manual,0
Tata Hexa,2019,2.01,5.13,90047,Petrol,Individual,Manual,0
Volkswagen Ameo,2014,0.53,12.14,114369,Petrol,Individual,Manual,3
Honda CR-V,2023,13.05,14.85,15224,Diesel,Individual,Automatic,0
Maruti Baleno,2019,3.45,6.87,39259,Diesel,Dealer,Manual,0
Maruti Wagon R,2012,0.65,5.05,126406,Diesel,Individual,Manual,0
Skoda Superb,2016,4.15,27.6,122277,CNG,Individual,Manual,1
Hyundai Verna,2008,0.58,14.65,188763,CNG,Individual,Automatic,3
Honda Civic,2013,1.46,21.56,162431,Petrol,Individual,Manual,1
Volkswagen Jetta,2010,0.27,6.45,226433,Petrol,Dealer,Manual,1
Maruti Ertiga,2019,1.71,4.08,81643,Petrol,Dealer,Manual,0
Honda City,2009,1.38,13.34,224860,Diesel,Dealer,Manual,0
BMW X5,2019,18.69,51.22,83576,Petrol,Dealer,Automatic,1
Volkswagen Vento,2020,4.7,8.49,53762,Diesel,Dealer,Manual,1
Renault Kwid,2022,6.91,10.29,31733,Petrol,Dealer,Automatic,0
Toyota Corolla,2012,2.4,25.51,179538,Petrol,Dealer,Manual,0
Hyundai i10,2013,0.8,8.35,135087,Petrol,Individual,Manual,0
Honda Civic,2016,3.18,11.24,91615,Petrol,Dealer,Automatic,0
Maruti Dzire,2024,9.4,9.77,500,Petrol,Dealer,Automatic,0
Honda Jazz,2019,6.34,18.63,81376,Diesel,Individual,Manual,1
Toyota Etios Cross,2016,1.78,12.57,128556,Petrol,Individual,Manual,1
Chevrolet Enjoy,2013,2.94,13.41,124862,Diesel,Dealer,Manual,0
Tata Nano,2023,5.86,7.51,5424,Petrol,Individual,Automatic,1
Honda CR-V,2021,15.5,24.88,50703,Diesel,Dealer,Manual,0
Volkswagen Vento,2015,1.93,10.09,80813,Petrol,Dealer,Manual,0
Hyundai Xcent,2021,4.41,7.38,30725,Petrol,Individual,Manual,0
Maruti S-Cross,2023,5.22,6.11,10773,Diesel,Individual,Manual,0
Maruti Baleno,2022,8.23,10.94,39166,Diesel,Dealer,Manual,0
Ford Figo,2014,4.26,28.36,93697,Petrol,Individual,Manual,0
Tata Nano,2017,2.36,8.77,72704,Petrol,Individual,Manual,0
Maruti Alto,2018,3.29,8.52,45908,Petrol,Individual,Automatic,0
Hyundai Venue,2022,3.24,4.97,28503,Diesel,Individual,Manual,1
Honda Amaze,2020,9.61,19.99,55211,Petrol,Individual,Manual,0
Nissan Micra,2017,2.54,11.68,115892,Diesel,Individual,Manual,1
Mercedes-Benz S-Class,2021,36.98,56.38,38049,Petrol,Dealer,Automatic,0
Mahindra XUV300,2016,1.76,7.78,86293,Petrol,Individual,Manual,0
Ford Aspire,2004,0.19,6.51,259878,Petrol,Dealer,Manual,0
Renault Triber,2016,2.31,8.03,100931,Diesel,Dealer,Manual,0
Honda CR-V,2006,0.72,22.5,171213,Petrol,Dealer,Manual,0
Hyundai Creta,2005,0.38,12.2,245890,Petrol,Individual,Manual,0
Mahindra Bolero,2014,2.2,13.62,127110,Petrol,Dealer,Manual,0
Hyundai i20,2014,1.32,6.51,117531,Diesel,Individual,Manual,0
